Trial ID,Trial Date,pid,isScienceGallery,screenX,screenY,leftIsTrue,Trial Num,Question,Lie?,Ans,x,y,t
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,750,830,0
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,749,831,17527
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,750,812,17615
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,751,806,17639
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,751,789,17655
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,750,780,17672
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,751,772,17689
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,749,760,17705
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,749,754,17722
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,747,748,17740
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,747,734,17756
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,746,726,17773
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,745,714,17790
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,743,705,17806
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,740,692,17822
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,738,677,17840
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,737,671,17856
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,734,658,17872
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,732,642,17890
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,729,626,17905
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,724,607,17922
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,720,588,17940
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,715,581,17955
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,711,560,17973
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,705,540,17989
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,699,518,18006
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,693,497,18022
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,684,474,18040
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,679,463,18056
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,668,441,18072
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,659,419,18088
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,648,398,18107
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,635,376,18123
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,622,356,18139
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,613,344,18156
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,597,322,18174
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,580,302,18190
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,561,283,18206
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,539,265,18223
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,515,249,18240
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,503,242,18256
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,477,227,18273
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,450,212,18289
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,424,201,18306
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,395,189,18322
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,367,180,18339
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,353,175,18355
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,323,166,18372
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,298,156,18389
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,271,148,18407
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,244,139,18422
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,220,131,18439
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,207,128,18457
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,185,119,18472
543,2018-04-05 17:10:26,326,1,1600,900,1,1,Have you ever slept in Berlin?,0,1,161,114,18489
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,750,830,0
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,741,838,2058
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,749,813,2102
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,754,808,2117
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,763,793,2133
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,772,772,2151
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,781,752,2167
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,791,727,2184
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,798,716,2200
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,810,691,2216
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,826,662,2233
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,843,631,2250
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,860,600,2268
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,879,570,2283
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,895,539,2301
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,914,511,2318
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,924,495,2334
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,944,462,2350
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,964,428,2368
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,988,398,2383
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,1011,366,2400
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,1024,350,2417
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,1048,317,2433
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,1073,285,2450
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,1098,256,2467
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,1124,228,2482
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,1148,203,2501
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,1162,191,2516
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,1191,170,2534
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,1217,149,2550
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,1248,130,2567
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,1277,113,2583
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,1304,101,2601
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,1320,95,2618
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,1350,82,2633
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,1379,76,2650
543,2018-04-05 17:10:26,326,1,1600,900,1,2,Have you ever seen an ostrich?,0,0,1406,71,2668
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,750,830,0
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,739,837,12669
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,730,823,12787
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,730,818,12799
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,730,812,12815
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,727,806,12832
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,727,795,12848
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,727,791,12864
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,726,784,12883
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,724,771,12899
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,722,762,12915
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,718,749,12931
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,715,737,12948
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,711,724,12965
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,707,710,12983
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,704,699,12998
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,698,684,13016
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,691,664,13032
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,684,645,13049
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,677,627,13065
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,668,606,13082
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,664,593,13098
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,653,573,13115
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,643,551,13132
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,631,528,13148
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,617,502,13166
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,604,478,13181
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,587,453,13200
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,579,438,13215
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,563,413,13231
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,546,387,13248
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,527,362,13265
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,508,336,13282
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,487,311,13300
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,477,298,13315
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,456,272,13332
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,433,249,13349
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,411,226,13365
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,388,205,13382
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,364,185,13399
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,352,176,13415
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,327,157,13432
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,300,142,13448
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,272,129,13466
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,248,114,13481
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,225,102,13500
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,214,96,13515
543,2018-04-05 17:10:26,326,1,1600,900,1,3,Have you ever seen the ocean?,0,1,190,87,13532
