Trial ID,Trial Date,pid,isScienceGallery,screenX,screenY,leftIsTrue,Trial Num,Question,Lie?,Ans,x,y,t
1648,2018-05-27 16:27:18,1343,1,1600,900,1,1,Have you ever seen the Mona_Lisa?,1,0,750,830,1
1648,2018-05-27 16:27:18,1343,1,1600,900,1,1,Have you ever seen the Mona_Lisa?,1,0,742,834,25954
1648,2018-05-27 16:27:18,1343,1,1600,900,1,1,Have you ever seen the Mona_Lisa?,1,0,739,815,26060
1648,2018-05-27 16:27:18,1343,1,1600,900,1,1,Have you ever seen the Mona_Lisa?,1,0,738,809,26079
1648,2018-05-27 16:27:18,1343,1,1600,900,1,1,Have you ever seen the Mona_Lisa?,1,0,737,797,26097
1648,2018-05-27 16:27:18,1343,1,1600,900,1,1,Have you ever seen the Mona_Lisa?,1,0,736,791,26113
1648,2018-05-27 16:27:18,1343,1,1600,900,1,1,Have you ever seen the Mona_Lisa?,1,0,735,780,26131
1648,2018-05-27 16:27:18,1343,1,1600,900,1,1,Have you ever seen the Mona_Lisa?,1,0,734,768,26146
1648,2018-05-27 16:27:18,1343,1,1600,900,1,1,Have you ever seen the Mona_Lisa?,1,0,734,755,26163
1648,2018-05-27 16:27:18,1343,1,1600,900,1,1,Have you ever seen the Mona_Lisa?,1,0,733,744,26180
1648,2018-05-27 16:27:18,1343,1,1600,900,1,1,Have you ever seen the Mona_Lisa?,1,0,733,730,26196
1648,2018-05-27 16:27:18,1343,1,1600,900,1,1,Have you ever seen the Mona_Lisa?,1,0,733,723,26213
1648,2018-05-27 16:27:18,1343,1,1600,900,1,1,Have you ever seen the Mona_Lisa?,1,0,733,709,26231
1648,2018-05-27 16:27:18,1343,1,1600,900,1,1,Have you ever seen the Mona_Lisa?,1,0,733,695,26248
1648,2018-05-27 16:27:18,1343,1,1600,900,1,1,Have you ever seen the Mona_Lisa?,1,0,734,681,26263
1648,2018-05-27 16:27:18,1343,1,1600,900,1,1,Have you ever seen the Mona_Lisa?,1,0,737,667,26281
1648,2018-05-27 16:27:18,1343,1,1600,900,1,1,Have you ever seen the Mona_Lisa?,1,0,742,651,26296
1648,2018-05-27 16:27:18,1343,1,1600,900,1,1,Have you ever seen the Mona_Lisa?,1,0,745,642,26312
1648,2018-05-27 16:27:18,1343,1,1600,900,1,1,Have you ever seen the Mona_Lisa?,1,0,750,625,26331
1648,2018-05-27 16:27:18,1343,1,1600,900,1,1,Have you ever seen the Mona_Lisa?,1,0,753,609,26347
1648,2018-05-27 16:27:18,1343,1,1600,900,1,1,Have you ever seen the Mona_Lisa?,1,0,764,589,26363
1648,2018-05-27 16:27:18,1343,1,1600,900,1,1,Have you ever seen the Mona_Lisa?,1,0,770,574,26379
