Trial ID,Trial Date,pid,isScienceGallery,screenX,screenY,leftIsTrue,Trial Num,Question,Lie?,Ans,x,y,t
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,750,830,0
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,752,828,36156
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,750,813,36338
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,748,808,36345
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,750,798,36363
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,749,793,36379
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,749,782,36395
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,749,770,36413
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,751,759,36429
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,752,745,36445
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,753,738,36463
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,755,721,36481
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,755,716,36495
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,758,702,36512
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,760,691,36529
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,760,679,36545
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,763,666,36562
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,764,660,36579
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,766,648,36595
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,766,638,36613
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,769,628,36629
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,770,626,36646
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,773,614,36662
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,774,608,36680
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,775,608,36695
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,775,607,36712
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,775,605,36728
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,775,603,36746
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,775,601,36761
741,2018-04-12 17:48:18,519,1,1600,900,0,1,Have you ever been to Asia?,0,1,779,596,36779
